customer_id,segment_true,expected_frequency,monetary_mean,country,customer_type
C00043,champion,17.81617719106992,716.4383499538061,DE,Business
C00044,champion,14.128967630930788,450.4466018892674,GM,Business
C00045,champion,9.438384408004193,402.5691028421768,LU,Corporate
C00046,champion,11.878435184249064,511.27437304601966,CA,Group
C00047,champion,12.363555228551528,783.0692496325764,BW,Corporate
C00048,champion,11.02138754990437,498.34910353543125,MU,Leisure
C00049,champion,11.41808593252961,222.1321684127197,BY,Leisure
C00050,champion,14.032148278746337,230.8872507499936,MK,Leisure
C00051,champion,18.899190631599843,343.73713440018344,LY,Business
C00052,champion,13.873433123330756,791.3902724663604,UY,Business
C00053,champion,16.06562656887054,656.9717691972305,IN,Business
C00054,champion,16.738596183342317,420.6698796315519,BD,Leisure
C00055,champion,15.602356529130736,521.4648104448551,ZA,Business
C00056,champion,18.023629947070855,392.46803898304154,PK,Business
C00057,champion,8.489301698657167,554.5357659129451,SO,Leisure
C00058,champion,8.199053947134274,507.2558349795686,CM,Business
C00059,champion,15.742073484913398,304.61985740299485,MT,Leisure
C00060,champion,12.640824155606449,762.0379932420407,BR,Business
C00061,champion,12.092796212603101,268.08411274435343,TG,Corporate
C00062,champion,18.528072240571774,354.7649766290933,KE,Leisure
C00063,champion,17.806666402414592,533.1204869596775,YE,Leisure
C00064,champion,10.90222749080542,255.86166068353953,VN,Corporate
C00065,champion,18.805016685959966,579.8608743639608,ML,Leisure
C00066,champion,12.190514895351932,635.5734073221436,TR,Corporate
C00067,champion,18.645037091181408,667.9253275145743,FI,Leisure
C00068,champion,9.009679579940586,296.9772284567683,MA,Corporate
C00069,champion,15.277148715915079,205.5182309699778,BJ,Business
C00070,champion,15.96202122929667,203.03695030773122,BD,Business
C00071,champion,14.584805472399033,615.1371186156159,HR,Leisure
C00072,champion,10.691231713526717,627.3075328085215,GT,Business
C00073,champion,11.904796377911213,647.8948430708144,JP,Leisure
C00074,champion,18.190680925930135,594.567735380206,BR,Leisure
C00075,champion,9.124097213937109,420.6294818356601,HT,Leisure
C00076,champion,10.927875720549004,783.8063328514673,BZ,Leisure
C00077,champion,18.704558662125358,578.6831755983577,MU,Group
C00078,champion,14.031645117262306,546.1423307758155,IT,Leisure
C00079,champion,10.342915853576534,633.4712691569032,PH,Leisure
C00080,champion,8.291791597177447,587.2833775443007,ZW,Business
C00081,champion,19.285503012234972,772.3571462015524,MM,Corporate
C00082,champion,12.441904403065333,209.27396991732047,DK,Corporate
C00083,champion,13.138209779807772,779.9928914262017,MN,Corporate
C00084,champion,18.23611346560832,376.6693352417514,MH,Leisure
C00085,champion,18.213640058202284,390.1532030937666,GE,Business
C00086,champion,14.681615149500201,761.6928644964686,SV,Leisure
C00087,champion,14.84073404107238,258.30589626246115,IQ,Leisure
C00088,champion,19.88064620125116,284.05040914191443,ME,Leisure
C00089,champion,18.528476863135467,644.4611706525227,KZ,Leisure
C00090,champion,16.42980900784531,415.6946907318531,KH,Leisure
C00091,champion,17.712333865742163,686.0680368075084,BN,Corporate
C00092,champion,18.958886630677654,506.8054393165627,UZ,Leisure
C00093,champion,17.579542147601302,589.9783584666591,ZW,Group
C00094,champion,17.549512033233214,734.0032050905397,DO,Leisure
C00095,champion,12.506995431679329,256.3891639045214,SN,Leisure
C00096,champion,8.431307285560905,479.3588108794761,ZA,Leisure
C00097,champion,11.438495025539414,554.4999563414065,HN,Business
C00098,champion,8.448178264990574,693.5603363957949,DK,Leisure
C00099,champion,9.524726151822618,513.3459560328827,PL,Group
C00100,champion,10.589852329962119,573.7342854914002,MU,Business
C00101,champion,8.620180654023292,518.8127789408888,IR,Leisure
C00102,champion,15.649158817978478,635.6548002335969,DZ,Corporate
C00103,champion,14.195604179614344,393.77388376474755,FM,Group
C00104,champion,11.24998701514489,463.3828524233817,TH,Business
C00105,champion,8.30420892098549,777.589048806755,GN,Group
C00106,champion,16.351690473124375,445.3717666485619,LA,Business
C00107,champion,9.877244512053032,350.1457388987572,LR,Leisure
C00108,champion,16.57515107240075,596.1184260306388,BG,Leisure
C00109,champion,19.45838336795833,642.7381500174611,GT,Leisure
C00110,champion,15.340648954812227,451.76003745667396,AU,Business
C00111,champion,12.271672143815138,654.7076662786214,KW,Business
C00112,champion,9.392871686082994,227.60158521305164,MZ,Business
C00113,champion,18.265527008132086,622.1947156280141,IQ,Leisure
C00114,champion,9.174009927812017,494.9695250700994,BI,Leisure
C00115,champion,10.078422438920182,460.31098954278383,GH,Leisure
C00116,champion,15.390201176626597,581.0561905205863,TN,Business
C00117,champion,12.495351375517654,575.5159494285418,VC,Leisure
C00118,champion,18.27787809425987,595.2161789713671,KW,Business
C00119,champion,8.846824968805159,585.4515669237894,GH,Business
C00120,champion,15.02930697528156,764.1381448549746,TD,Leisure
C00121,champion,12.658039114478264,585.9729310654119,SB,Leisure
C00122,champion,14.547401471791218,764.8788852659151,MY,Leisure
C00123,champion,19.53428676588697,743.2103851736382,BA,Business
C00124,champion,8.832335610501985,260.466800826456,PK,Business
C00125,champion,9.13331552907114,609.8040640498141,CV,Business
C00126,champion,11.827707563525136,706.9251865816727,IN,Business
C00127,champion,17.773621791067228,369.1128648640399,CU,Business
C00128,champion,16.36084598436981,577.3657080679304,HU,Corporate
C00129,champion,16.82085252564663,682.0885582309091,CH,Leisure
C00130,champion,10.129274525356674,650.368850984515,TJ,Group
C00131,champion,19.88606170400808,447.5706061468559,SO,Leisure
C00132,champion,17.31695552890396,404.4821241518107,IN,Corporate
C00133,champion,18.30095302211614,457.396416425011,AE,Group
C00134,champion,17.05451448901619,261.8743213015596,TV,Corporate
C00135,champion,14.063028469374286,695.8744796646449,NP,Leisure
C00136,champion,18.746278741954406,433.52100724049785,TV,Business
C00137,champion,18.864583717031163,254.77200607168015,MZ,Leisure
C00138,champion,19.40074360460966,770.3642881625336,ML,Leisure
C00139,champion,15.582046546037592,469.06731318699184,GN,Leisure
C00140,champion,11.94397454443899,603.511073646223,CU,Group
C00141,champion,17.498948524710183,673.7708856767324,SE,Business
C00142,champion,13.933043656430979,234.53525600998657,SA,Leisure
C00143,champion,13.298366016480525,732.6225096549798,BW,Leisure
C00144,champion,9.40480419713127,285.7950092317015,TW,Group
C00145,champion,15.418616759795132,260.67360567367416,BE,Business
C00146,champion,16.41162957750944,243.65780381851613,CG,Group
C00147,champion,16.474906725877954,248.80926838513986,DE,Business
C00148,champion,19.839674942014106,424.56247745367216,YE,Leisure
C00149,champion,17.753594807090032,768.3491464303153,DJ,Corporate
C00150,champion,17.040538223107298,425.75575131854947,KZ,Business
C00151,champion,17.325762991129242,535.042549841483,NO,Leisure
C00152,champion,18.876252621136832,266.7184893836908,UG,Leisure
C00153,champion,8.136243737209028,481.1963851964758,BI,Business
C00154,champion,9.425814995216863,270.5157480662629,MV,Leisure
C00155,champion,16.95253855118508,550.0212590582958,MU,Corporate
C00156,champion,12.498446954284448,371.4272517691164,UG,Corporate
C00157,champion,10.683150062233432,777.9335236643668,PT,Business
C00158,champion,19.63854592049167,225.89594717034566,SM,Corporate
C00159,champion,14.332413309035598,795.7788776715802,ID,Business
C00160,champion,14.64625141281585,781.5815213714594,TG,Leisure
C00161,champion,15.55278365762315,617.4492133907703,AG,Leisure
C00162,champion,15.530696961008761,550.5885871538601,KZ,Corporate
C00163,champion,8.545356564097494,368.57791375533816,WS,Corporate
C00164,champion,18.683165406690996,473.39405167142775,CI,Leisure
C00165,champion,11.328574195773593,312.8726958342568,KZ,Leisure
C00166,champion,12.240226736312634,550.1936671105232,SO,Business
C00167,champion,19.692737691993997,791.7264466877617,GB,Leisure
C00168,champion,14.433156396129444,385.7165697717967,IQ,Group
C00169,champion,16.21677407064655,297.5701636069348,BA,Corporate
C00170,champion,17.870446915078027,769.8799479751544,LV,Group
C00171,champion,15.360982351229477,450.9458217743713,CG,Corporate
C00172,champion,18.3927666740049,227.13120206371366,KE,Business
C00173,champion,12.517560402536596,686.3319984690997,NZ,Corporate
C00174,champion,9.805002693242338,556.4784292112811,DJ,Leisure
C00175,champion,19.638972773775237,705.2713538814253,PH,Group
C00176,champion,13.624317917539644,448.8917014025991,AD,Leisure
C00177,champion,8.676505959811125,718.833425753032,WS,Group
C00178,champion,19.996612079433568,797.9821022443432,WS,Leisure
C00179,champion,17.227848982166126,766.8594379294568,IN,Group
C00180,champion,10.968177220918372,470.3264811860561,SC,Business
C00181,champion,19.44861232710467,563.704780670528,EE,Business
C00182,champion,16.06040821287028,570.8769442747375,SD,Leisure
C00183,champion,9.362691106395548,602.9439173556798,CD,Leisure
C00184,champion,17.26782070082767,512.098100667196,YE,Corporate
C00185,champion,14.622882065293826,536.5627829212317,KG,Corporate
C00186,champion,12.841794394548764,280.4091370703844,DZ,Business
C00187,champion,17.061647068083428,572.1857308120789,SD,Group
C00188,champion,10.55556993810693,281.82288535206186,UZ,Business
C00189,champion,12.207050705679164,553.9506121127798,FJ,Leisure
C00190,champion,13.249699064284748,742.495216696249,DE,Leisure
C00191,champion,14.16787386991773,670.1918076446859,MR,Leisure
C00192,champion,15.465040402734482,717.4182252480471,DK,Corporate
C00193,champion,9.764881771148456,755.9525750968967,SR,Leisure
C00194,champion,11.0989326595875,475.4814537429568,SM,Corporate
C00195,champion,13.911417127914435,397.25096617250495,AD,Leisure
C00196,champion,10.881747425338316,245.51799686519834,US,Business
C00197,champion,9.53655006749327,291.1416161073766,LI,Business
C00198,champion,15.690496937638574,309.1280506394869,RW,Leisure
C00199,champion,18.761460918872142,484.3769841577234,AM,Leisure
C00200,champion,10.067838454419558,315.37341128520245,CG,Business
C00201,champion,10.027220756865974,367.15420341917513,ML,Business
C00202,champion,9.064430405084668,272.3815226603605,KP,Leisure
C00203,champion,10.47600462086951,418.56191662884527,GY,Leisure
C00204,champion,16.284737943552383,223.58728390465936,BG,Group
C00205,champion,15.534804673890893,249.05541916932316,GY,Corporate
C00206,champion,19.050468806381758,236.64677591291826,TN,Leisure
C00207,champion,17.674415357516736,648.9558142301951,BR,Business
C00208,champion,10.512191880040524,422.2832616748292,BS,Leisure
C00209,champion,15.419057258363551,421.3481837418634,ES,Leisure
C00210,champion,16.96965125760508,222.00992173435873,RU,Leisure
C00211,champion,16.56019503061463,737.1241026123196,BJ,Leisure
C00212,champion,14.385361823183787,264.30320680386563,PS,Leisure
C00213,champion,14.391407197460278,345.4823021808378,SN,Leisure
C00214,champion,12.527409957255472,212.04271866663584,CN,Leisure
C00215,champion,10.537376083958536,396.4984113067488,CN,Business
C00216,champion,18.68632736887874,556.1554721324292,KM,Leisure
C00217,champion,17.47005486328806,499.06531935743436,PY,Business
C00218,champion,14.445278501822573,552.1046708125275,SY,Group
C00219,champion,13.179914554756152,276.5481816773382,DM,Leisure
C00220,champion,12.356987556783622,587.5503447989607,IN,Leisure
C00221,champion,12.273160710774155,791.9091492757879,SM,Leisure
C00222,champion,10.846721500831933,261.06948357224223,UZ,Business
C00223,champion,10.951492740614098,296.4088239557334,NO,Business
C00224,champion,11.421142024326166,304.0241571768529,GH,Corporate
C00225,champion,8.962804947939706,514.7068337421529,SR,Leisure
C00226,champion,19.788543402903276,267.2233413008314,TW,Leisure
C00227,champion,19.633645199304425,719.3042755363881,ZA,Group
C00228,champion,11.094833924539278,302.5325524340395,FM,Leisure
C00229,champion,19.15251186953103,534.0577358083578,FR,Leisure
C00230,champion,11.359749123923411,661.6957599151622,LC,Business
C00231,champion,11.884150836850925,455.2618631698501,KR,Leisure
C00232,champion,10.908916788980964,268.90209484352215,MZ,Leisure
C00233,champion,11.46356663888307,548.7429328535674,SV,Business
C00234,champion,13.77368122225781,519.5536595309516,CF,Business
C00235,champion,12.039251338327047,280.64880616338456,MR,Business
C00236,champion,19.879522788679342,393.4123069848338,OM,Group
C00237,champion,11.055687857165166,608.9016333343575,SI,Group
C00238,champion,15.14766488729413,482.94571313009504,PG,Leisure
C00239,champion,12.186419198515944,757.7174865486955,CL,Group
C00240,champion,19.58032292799815,274.57833409132684,HU,Group
C00241,champion,19.260085481852453,308.7398396993961,GR,Business
C00242,champion,16.89344779148071,544.6838679079472,BI,Group
C00243,champion,9.677268519515474,677.1603871159341,LU,Business
C00244,champion,9.963871314388454,298.5594787585958,AO,Group
C00245,champion,15.982366648354402,513.8392548614715,TZ,Leisure
C00246,champion,18.5264064897573,435.4670644535812,TG,Group
C00247,champion,13.269618902842621,426.1666576549445,GT,Leisure
C00248,champion,11.616534489969705,648.5656281057506,TZ,Leisure
C00249,champion,10.786552341761809,739.7447439647411,GN,Leisure
C00250,champion,14.522634333367863,743.8832665787281,AF,Leisure
C00251,champion,9.402776488500368,763.8992741680851,BN,Leisure
C00252,champion,12.018867375885034,283.5632435980324,KN,Group
C00253,champion,15.440873071142162,520.0766551857929,ZM,Corporate
C00254,champion,17.46316653469437,291.0049278396507,BH,Leisure
C00255,champion,10.981869677773588,646.3677755436062,GT,Business
C00256,champion,14.838676218455799,657.4752114444143,BJ,Corporate
C00257,champion,12.10498098459089,692.7543828032077,AU,Business
C00258,champion,18.15742750081422,276.49319739918946,LS,Leisure
C00259,champion,17.567544389354644,289.95045640926423,BN,Business
C00260,champion,16.667030820716796,632.0219219276446,SG,Leisure
C00261,champion,16.3273813336052,525.6346660085577,GW,Leisure
C00262,champion,12.148351922047034,308.9586300808554,IT,Corporate
C00263,champion,15.000701537193446,440.5108500581839,SV,Leisure
C00264,champion,19.367400075341784,292.0108418696481,RU,Leisure
C00265,champion,14.070664146613591,566.8725412607887,GH,Business
C00266,champion,18.46548690732982,759.2709694901674,SR,Leisure
C00267,champion,16.359809886522708,753.4996287063774,CO,Group
C00268,champion,9.830468514971136,545.773016100088,RS,Leisure
C00269,champion,13.089568055628632,641.8665413748337,TO,Corporate
C00270,champion,19.106822154881314,470.5036228424793,TR,Business
C00271,champion,19.818094387548015,703.3388518675605,PY,Business
C00272,champion,19.050102591408468,721.9378172372769,HN,Leisure
C00273,champion,15.09530522893915,439.4016223220782,PY,Business
C00274,champion,12.02236689975081,681.7120691588068,NE,Business
C00275,champion,12.00199006029373,438.901216154566,ET,Leisure
C00276,champion,19.038267396953124,407.80759661957677,BY,Leisure
C00277,champion,16.85001497731698,471.3307645338843,BY,Business
C00278,champion,13.42927419359232,284.5142122278799,KM,Business
C00279,champion,13.980413272873758,451.3552697027287,NR,Corporate
C00280,champion,12.348726789399597,548.3530101668262,MH,Leisure
C00281,champion,8.157133479060004,598.1224232100263,NO,Business
C00282,champion,19.532843809633462,289.19763665186775,NG,Leisure
C00283,champion,9.024196016943726,798.1245511075684,PT,Leisure
C00284,champion,15.144620207840525,240.24588643305648,ZA,Group
C00285,champion,10.518867117147028,738.8325736644282,BF,Business
C00286,champion,10.288252647963999,221.92980070885693,GQ,Leisure
C00287,champion,14.778093599151397,239.42518365701142,TD,Group
C00288,champion,13.439466016976331,514.634161596548,KH,Leisure
C00289,champion,12.809156730503911,535.7841987849307,BZ,Business
C00290,champion,10.183137565943253,717.0713726081103,BH,Corporate
C00291,champion,12.479711795357035,362.4468038861323,NA,Leisure
C00292,champion,12.904810053177156,215.23181339620692,ZA,Business
C00293,champion,16.59166674616877,595.3543651460908,LU,Business
C00294,champion,10.663665943195394,338.6448779528429,CD,Leisure
C00295,champion,8.23652645305237,262.4651491907443,HU,Group
C00296,champion,10.142535944652003,591.6476647111249,FI,Business
C00297,champion,9.193296713112142,345.90331459967246,ET,Group
C00298,champion,18.268357617275427,698.131918740195,SO,Leisure
C00299,champion,16.017021638847755,322.9905772494926,PE,Leisure
C00300,champion,18.75602982225344,207.80115410644163,CU,Business
C00301,champion,10.494635061752328,215.91932232429184,NO,Business
C00302,champion,14.996498731636306,452.85473035549876,EG,Corporate
C00303,champion,17.80932274086129,405.0904110187256,IT,Leisure
C00304,champion,12.556308898007202,554.1769655088847,PL,Leisure
C00305,champion,15.489786894189608,445.64699131474424,HU,Leisure
C00306,champion,13.2335183496238,376.6794557251506,BO,Corporate
C00307,champion,17.16326952991713,284.06790545987155,PA,Corporate
C00308,champion,13.849174378994164,736.7313361364548,SY,Group
C00309,champion,13.102562053630802,213.48158499207045,BZ,Leisure
C00310,champion,14.499610575930403,580.0869318956884,BE,Leisure
C00311,champion,9.67227288887389,700.9581420795795,CF,Corporate
C00312,champion,14.30828218763223,303.0075715089821,SR,Leisure
C00313,champion,8.220688118569601,748.5792839362994,AL,Business
C00314,champion,14.918197706171043,364.43313241232363,BW,Leisure
C00315,champion,15.81704466022237,697.845082224321,GB,Business
C00316,champion,8.131949943901766,282.1313780412844,GW,Corporate
C00317,champion,18.486680930750182,558.447861302185,DM,Leisure
C00318,champion,15.980440094555066,305.22276717406976,NE,Corporate
C00319,champion,13.025246298704877,429.88311694969843,RU,Leisure
C00320,champion,8.563591601300661,299.77002125364766,RO,Group
C00321,champion,8.993584015101519,561.8912656798329,GH,Business
C00322,champion,12.671547368503719,373.21624206241995,MZ,Leisure
C00323,champion,16.628550862210947,378.27302937390505,BH,Leisure
C00324,champion,13.712604826389196,598.2026992175888,DM,Corporate
C00325,champion,16.790865166523005,328.9642271544541,MU,Business
C00326,champion,11.1471685315979,557.0467584201529,AD,Business
C00327,champion,13.956394966414836,558.1057093501336,MW,Leisure
C00328,champion,17.25094644494986,263.9589518802631,IN,Business
C00329,champion,16.73826507444324,497.2947897237191,PH,Leisure
C00330,champion,13.217928063244955,347.8412199434641,JO,Group
C00331,champion,17.59299054762775,616.8178825126561,NO,Leisure
C00332,champion,15.082768002429045,416.5843381640161,MC,Business
C00333,champion,19.00776290554691,282.09117855137686,ES,Corporate
C00334,champion,13.352069275495468,311.0797573031718,TH,Leisure
C00335,champion,18.4753500305169,639.3349318457367,HR,Group
C00336,champion,15.905400400528608,615.3659387107115,VC,Group
C00337,champion,10.99601610631023,493.65497818588426,RU,Business
C00338,champion,19.852016095959762,766.435603811968,DE,Business
C00339,champion,16.46690207018826,755.1489904493995,ET,Business
C00340,champion,14.815342766631554,749.2929785528252,KE,Business
C00341,champion,16.36904320696208,378.4094044235304,GM,Corporate
C00342,champion,19.65269894198441,766.5598934680603,BG,Leisure
C00343,champion,18.34451181187176,706.7296391210423,TT,Leisure
C00344,champion,17.94698568980813,222.20458082929557,LK,Leisure
C00345,champion,10.760106047452437,272.34013146636727,SR,Business
C00346,champion,16.355465310537678,403.9249782608397,BH,Group
C00347,champion,8.784276089587308,389.17420269836623,AE,Leisure
C00348,champion,17.488677978067564,391.25150175924193,KW,Leisure
C00349,champion,18.631732978834243,569.5179129093827,BG,Business
C00350,champion,8.292809378678456,722.059324340558,BE,Business
C00351,champion,18.49642007221039,517.3622804163272,TV,Corporate
C00352,champion,17.585398829283985,798.7604663200025,QA,Leisure
C00353,champion,17.206259467173524,441.1585481655453,SC,Leisure
C00354,champion,15.530065558620441,724.2062685118033,SM,Corporate
C00355,champion,17.219280966374217,450.66006930040027,DJ,Leisure
C00356,champion,16.8509876190667,343.2662874609814,BG,Business
C00357,champion,12.255465891689319,372.343394992449,SE,Leisure
C00358,champion,10.80329301259892,225.25591378181713,BR,Business
C00359,champion,19.85266867683238,456.6638802415174,ER,Leisure
C00360,champion,16.15576739231684,330.9523327190385,BJ,Corporate
C00361,champion,17.436140172986626,253.6466013873557,UG,Leisure
C00362,champion,18.549419690745978,766.8392133748462,BJ,Leisure
C00363,champion,15.360936670528492,300.2203676552451,GQ,Corporate
C00364,champion,10.780060416601321,765.6390644810754,GW,Leisure
C00365,champion,15.292841538546309,507.6131066099052,NA,Business
C00366,champion,10.1183363840661,332.2917254421052,CL,Business
C00367,champion,17.35501368280104,410.075155500038,TN,Business
C00368,champion,19.629231561689735,730.2715309780555,HU,Corporate
C00369,champion,19.938893871757223,304.3371495316924,TT,Leisure
C00370,champion,17.098861708449096,617.6123708322754,UG,Business
C00371,champion,17.789997499887413,334.6643431019964,BB,Business
C00372,champion,14.443693074720963,555.7639609050219,VN,Leisure
C00373,champion,9.097842048773058,726.4765175782283,BR,Leisure
C00374,champion,9.55417905539365,733.2488479213863,NL,Corporate
C00375,champion,18.34553140718541,685.7096448349268,KM,Leisure
C00376,champion,14.61028844730967,252.1920559468461,TV,Leisure
C00377,champion,12.472262204147768,355.85227025619577,TM,Group
C00378,champion,13.950508820945249,248.62772954458876,SK,Business
C00379,champion,16.19910516391515,245.6785156941801,KW,Corporate
C00380,champion,13.941758324167692,488.3519463959888,IL,Leisure
C00381,champion,17.89617159110179,408.6855247413158,GA,Leisure
C00382,champion,14.788783567949492,360.2169621016528,SV,Corporate
C00383,champion,17.569112259283138,595.0711007950554,VC,Corporate
C00384,champion,18.407530411517627,625.017786029021,KW,Group
C00385,champion,16.369657540031405,608.0844630561803,GY,Leisure
C00386,champion,17.032599674691696,295.16306317584423,IN,Corporate
C00387,champion,18.462122332942783,217.5483698207355,MY,Group
C00388,champion,9.546438409681343,401.0713125554852,CO,Group
C00389,champion,9.929118752579699,690.7802144714374,SV,Group
C00390,champion,14.089612805130034,203.83152303010016,KH,Leisure
C00391,champion,15.403123020508907,788.7117068164541,KG,Leisure
C00392,champion,11.117642972769918,580.4034218597668,PK,Leisure
C00393,champion,17.358144741813724,264.18838329617506,KW,Group
C00394,champion,14.495198944113323,777.7952023153968,GB,Leisure
C00395,champion,15.591462717607378,759.2168633060105,BN,Business
C00396,champion,19.246741846837413,612.7314333804879,AG,Business
C00397,champion,11.611562803361796,624.903253187169,PK,Business
C00398,champion,14.98604552211528,407.52983417177404,VU,Leisure
C00399,champion,8.548904405750154,722.9220836914258,TM,Corporate
C00400,champion,19.626534263428297,649.7910990457549,BZ,Business
C00401,champion,17.09915835114827,214.7521498752809,BN,Business
C00402,champion,11.883322629794495,493.18591424279947,SO,Group
C00403,champion,16.199544519278064,467.541623826049,GH,Leisure
C00404,champion,19.965494001892534,455.70878134158374,SD,Leisure
C00405,champion,9.96348585430003,676.8857292499576,IN,Leisure
C00406,champion,10.649235353465125,249.42862736950562,CO,Leisure
C00407,champion,15.854134571373622,363.9557161989256,MG,Corporate
C00408,champion,9.812694701370802,459.4008806255612,BJ,Corporate
C00409,champion,13.036727803113468,583.1155685984513,HN,Leisure
C00410,champion,11.29058242818404,790.3865887758969,MN,Leisure
C00411,champion,18.729190444149612,337.9727635346517,JM,Business
C00412,champion,8.373608994614136,591.000095225531,DJ,Leisure
C00413,champion,18.372298998075642,483.9259440149343,OM,Corporate
C00414,champion,10.226306188437453,721.1739007733664,ST,Group
C00415,champion,17.251062135728624,706.8699368701326,MA,Group
C00416,champion,15.514643859576985,278.74692660943253,KI,Business
C00417,champion,19.050174173788243,569.9901887124429,VA,Group
C00418,champion,13.7782682181506,270.3849133774367,TD,Business
C00419,champion,16.226783446747657,458.1835369396776,SM,Business
C00420,champion,13.899134560897242,238.52536224508046,AG,Leisure
C00421,champion,11.227920853221171,678.535460382313,TL,Leisure
C00422,champion,13.462641788981614,206.9723239448604,TG,Business
C00423,champion,12.709922676880218,487.9633008302741,KG,Leisure
C00424,champion,11.499950944511639,616.9891316759256,HR,Corporate
C00425,champion,17.358211866720197,223.77129520901428,CA,Leisure
C00426,champion,9.259162141018098,345.2270095175165,CR,Corporate
C00427,champion,9.709946514818158,499.3328920708136,IN,Leisure
C00428,champion,16.42957964652925,535.7892100921484,CI,Business
C00429,champion,11.917535698927903,510.62698603082686,CD,Business
C00430,champion,12.207523174510168,219.92186527481994,CH,Business
C00431,champion,12.763079314419153,279.62945242583623,TG,Leisure
C00432,champion,16.273579629647188,680.3520194654498,DE,Business
C00433,champion,10.009790987108836,262.74070420064015,IR,Leisure
C00434,champion,16.477708717842816,218.95168689538522,JM,Corporate
C00435,champion,8.623655403817668,524.7778011806422,UY,Group
C00436,champion,18.451629484953028,628.4521592794567,GE,Group
C00437,champion,12.073402310513673,688.8950682479074,VC,Business
C00438,champion,18.73779987272633,528.5554256922417,LV,Group
C00439,champion,13.427819414219602,586.146617117915,GA,Leisure
C00440,champion,16.779074261063982,248.97798921835374,LA,Business
C00441,champion,10.965238808121757,295.726808067913,ZW,Corporate
C00442,champion,10.630567848296533,785.5191534914787,IN,Leisure
C00443,champion,10.185414988264391,673.8191042854875,SD,Leisure
C00444,champion,13.978348597437668,533.2181305625787,RW,Group
C00445,champion,10.741456895975585,797.8003496340451,ID,Corporate
C00446,champion,15.803908236163242,319.7254705574871,BF,Leisure
C00447,champion,8.86638090775011,218.39150132348362,BW,Leisure
C00448,champion,13.551475480871796,720.9635032450283,ZW,Group
C00449,champion,16.912478254399772,455.2960006688452,NO,Leisure
C00450,champion,12.452465155815233,792.5897382416347,IS,Business
C00451,champion,18.404377953469382,547.2052451434361,BD,Leisure
C00452,champion,16.70309192498164,492.0013648548217,AD,Corporate
C00453,champion,18.8084223681351,453.03255612407327,LT,Leisure
C00454,champion,15.108203943120348,747.4180073700146,CO,Business
C00455,champion,15.475599002761793,578.9361320555123,DZ,Group
C00456,champion,9.578812221527118,629.4949788092531,IN,Corporate
C00457,champion,10.156197306442904,342.5259949543266,DK,Corporate
C00458,champion,10.171723432513877,712.6310560217474,SZ,Leisure
C00459,champion,10.966772892838124,722.4499407635068,PA,Leisure
C00460,champion,14.177808247156282,415.54002163985945,TG,Leisure
C00461,champion,9.962286471020274,434.64892199105645,MA,Corporate
